hasPeak.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
TRUE	TRUE	TRUE	TRUE	GO:0031505	fungal-type cell wall organization	0.00397	108	34	20.82	0.315	2.401	AN0667,AN1017,AN10311,AN10763,AN11152,AN1189,AN1358,AN1555,AN2067,AN2516,AN3113,AN3152,AN3583,AN3719,AN3729,AN3730,AN3914,AN4189,AN4390,AN4419,AN4515,AN4566,AN5740,AN6293,AN6317,AN6318,AN6487,AN6566,AN6733,AN7511,AN7533,AN7657,AN8877,AN9380
TRUE	TRUE	TRUE	TRUE	GO:0006855	drug transmembrane transport	0.00409	35	13	6.75	0.371	2.388	AN0771,AN10949,AN1339,AN2300,AN2349,AN4328,AN4477,AN4478,AN5226,AN6118,AN8274,AN8489,AN8785
TRUE	TRUE	TRUE	TRUE	GO:0019740	nitrogen utilization	0.00519	21	12	4.05	0.571	2.285	AN10019,AN1339,AN2944,AN3675,AN4159,AN4376,AN5134,AN5226,AN6129,AN7463,AN8168,AN8667
TRUE	TRUE	TRUE	TRUE	GO:0006874	cellular calcium ion homeostasis	0.00551	26	10	5.01	0.385	2.259	AN1189,AN1628,AN1950,AN2919,AN4814,AN4920,AN4990,AN5341,AN6566,AN8830
TRUE	TRUE	TRUE	TRUE	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.00563	13	7	2.51	0.538	2.249	AN0988,AN1096,AN3941,AN4984,AN5156,AN5822,AN9500
TRUE	TRUE	TRUE	TRUE	GO:0070793	regulation of conidiophore development	0.00581	10	7	1.93	0.7	2.236	AN0363,AN0988,AN1052,AN1800,AN4563,AN5836,AN8741
TRUE	TRUE	TRUE	TRUE	GO:0070879	fungal-type cell wall beta-glucan metabolic process	0.00583	5	4	0.96	0.8	2.234	AN2062,AN3729,AN3730,AN7657
TRUE	TRUE	TRUE	TRUE	GO:0006072	glycerol-3-phosphate metabolic process	0.00583	5	4	0.96	0.8	2.234	AN0351,AN1396,AN3916,AN5589
TRUE	TRUE	TRUE	TRUE	GO:1900049	regulation of histone exchange	0.00583	5	4	0.96	0.8	2.234	AN1984,AN3067,AN8039,AN8282
TRUE	TRUE	TRUE	TRUE	GO:0007234	osmosensory signaling via phosphorelay pathway	0.00583	5	4	0.96	0.8	2.234	AN1800,AN2005,AN3688,AN4479
TRUE	TRUE	TRUE	TRUE	GO:0006820	anion transport	0.00697	152	50	29.3	0.329	2.157	AN0066,AN0218,AN0225,AN0275,AN0771,AN10078,AN10676,AN10905,AN10949,AN12476,AN1339,AN1659,AN1950,AN2011,AN2043,AN2072,AN2251,AN2477,AN2730,AN2875,AN2962,AN3150,AN3304,AN3345,AN3347,AN3781,AN4101,AN4295,AN4387,AN4477,AN4478,AN4904,AN5226,AN5302,AN5378,AN6014,AN6095,AN6107,AN6118,AN6279,AN6578,AN6703,AN6782,AN7188,AN7304,AN7729,AN8029,AN8274,AN8785,AN8956
TRUE	TRUE	TRUE	TRUE	GO:0000302	response to reactive oxygen species	0.00708	33	16	6.36	0.485	2.15	AN0170,AN0363,AN0394,AN0609,AN0757,AN1017,AN1131,AN3688,AN4758,AN5523,AN5918,AN6849,AN7388,AN7513,AN8643,AN9339
TRUE	TRUE	TRUE	TRUE	GO:0071495	cellular response to endogenous stimulus	0.00714	16	7	3.08	0.438	2.146	AN0771,AN10949,AN2944,AN3675,AN3941,AN8168,AN8269
TRUE	TRUE	TRUE	TRUE	GO:0010847	regulation of chromatin assembly	0.00714	12	6	2.31	0.5	2.146	AN0733,AN1408,AN1984,AN3067,AN8039,AN8282
TRUE	TRUE	TRUE	TRUE	GO:0071407	cellular response to organic cyclic compound	0.00715	12	5	2.31	0.417	2.146	AN0771,AN10949,AN1170,AN1519,AN8269
TRUE	TRUE	TRUE	TRUE	GO:1900377	negative regulation of secondary metabolite biosynthetic process	0.00716	8	4	1.54	0.5	2.145	AN1052,AN3675,AN7513,AN8797
TRUE	TRUE	TRUE	TRUE	GO:0070787	conidiophore development	0.00826	83	30	16	0.361	2.083	AN0363,AN0689,AN0863,AN0928,AN0988,AN1052,AN1189,AN1536,AN1539,AN1800,AN1848,AN2009,AN2489,AN2701,AN3113,AN3719,AN4479,AN4563,AN4667,AN4702,AN4878,AN4935,AN5651,AN5660,AN5836,AN6243,AN6688,AN7030,AN7572,AN8741
TRUE	TRUE	TRUE	TRUE	GO:0031331	positive regulation of cellular catabolic process	0.00873	35	15	6.75	0.429	2.059	AN0914,AN10171,AN10550,AN1339,AN2944,AN2965,AN3369,AN3675,AN4419,AN5651,AN6540,AN6893,AN7572,AN7610,AN9090
TRUE	TRUE	TRUE	TRUE	GO:0072593	reactive oxygen species metabolic process	0.00882	18	7	3.47	0.389	2.055	AN0170,AN1094,AN1131,AN5457,AN5604,AN5918,AN9339
TRUE	TRUE	TRUE	TRUE	GO:1903828	negative regulation of cellular protein localization	0.00882	8	5	1.54	0.625	2.055	AN1339,AN4483,AN4501,AN4935,AN5631
TRUE	TRUE	TRUE	TRUE	GO:0045733	acetate catabolic process	0.00882	8	5	1.54	0.625	2.055	AN0689,AN5356,AN5626,AN5634,AN6279
TRUE	TRUE	TRUE	TRUE	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	0.00882	8	5	1.54	0.625	2.055	AN0565,AN0919,AN10131,AN2243,AN5909
TRUE	TRUE	TRUE	TRUE	GO:0009408	response to heat	0.00904	73	33	14.07	0.452	2.044	AN0410,AN0651,AN0858,AN1015,AN1017,AN1652,AN2731,AN2761,AN2911,AN3583,AN3592,AN3725,AN4189,AN4310,AN4462,AN4467,AN4501,AN4702,AN4897,AN4987,AN5129,AN5523,AN5755,AN5975,AN6293,AN6849,AN6892,AN7388,AN7513,AN7572,AN8269,AN8643,AN9450
TRUE	TRUE	TRUE	TRUE	GO:0006012	galactose metabolic process	0.00935	22	11	4.24	0.5	2.029	AN0423,AN10550,AN3432,AN4829,AN4957,AN5986,AN6182,AN7193,AN8138,AN8677,AN9148
TRUE	TRUE	TRUE	TRUE	GO:0006635	fatty acid beta-oxidation	0.00941	14	7	2.7	0.5	2.026	AN10512,AN10610,AN10841,AN5646,AN6279,AN6752,AN7111
TRUE	TRUE	TRUE	TRUE	GO:0006687	glycosphingolipid metabolic process	0.00966	16	7	3.08	0.438	2.015	AN0640,AN0918,AN1102,AN1165,AN1989,AN4991,AN6534
TRUE	TRUE	TRUE	TRUE	GO:0075308	negative regulation of conidium formation	0.00966	11	6	2.12	0.545	2.015	AN0363,AN1052,AN3607,AN5156,AN8129,AN9121
TRUE	TRUE	TRUE	TRUE	GO:0006879	cellular iron ion homeostasis	0.01292	26	12	5.01	0.462	1.889	AN0176,AN0607,AN2508,AN3681,AN4655,AN4990,AN5132,AN5378,AN6293,AN7468,AN7567,AN8251
TRUE	TRUE	TRUE	TRUE	GO:0015718	monocarboxylic acid transport	0.01294	24	11	4.63	0.458	1.888	AN0066,AN0225,AN10078,AN10905,AN2962,AN4387,AN5226,AN6014,AN6279,AN6578,AN6703
TRUE	TRUE	TRUE	TRUE	GO:0009651	response to salt stress	0.01295	25	11	4.82	0.44	1.888	AN10019,AN1017,AN1493,AN1624,AN2919,AN3730,AN4479,AN7250,AN7657,AN8830,AN9450
TRUE	TRUE	TRUE	TRUE	GO:0006109	regulation of carbohydrate metabolic process	0.01463	37	17	7.13	0.459	1.835	AN0410,AN10550,AN10854,AN11098,AN2421,AN3369,AN4034,AN4501,AN4987,AN5740,AN6293,AN7468,AN7487,AN7545,AN7576,AN7610,AN8667
TRUE	TRUE	TRUE	TRUE	GO:0009065	glutamine family amino acid catabolic process	0.01475	19	9	3.66	0.474	1.831	AN0565,AN1731,AN1733,AN2243,AN2248,AN2901,AN5447,AN5651,AN9090
TRUE	TRUE	TRUE	TRUE	GO:0006814	sodium ion transport	0.01481	6	4	1.16	0.667	1.829	AN4101,AN6642,AN6986,AN7250
TRUE	TRUE	TRUE	TRUE	GO:0043944	negative regulation of asexual sporulation resulting in formation of a cellular spore	0.01481	6	4	1.16	0.667	1.829	AN0082,AN0641,AN2742,AN5028
TRUE	TRUE	TRUE	TRUE	GO:0042891	antibiotic transport	0.01481	6	4	1.16	0.667	1.829	AN0771,AN10949,AN5226,AN8274
TRUE	TRUE	TRUE	TRUE	GO:0015740	C4-dicarboxylate transport	0.01481	6	4	1.16	0.667	1.829	AN0066,AN2875,AN6118,AN8785
TRUE	TRUE	TRUE	TRUE	GO:0034635	glutathione transport	0.01481	6	4	1.16	0.667	1.829	AN12476,AN3150,AN7188,AN7729
TRUE	TRUE	TRUE	TRUE	GO:0033347	tetrose metabolic process	0.01481	6	4	1.16	0.667	1.829	AN0423,AN4829,AN5986,AN7193
TRUE	TRUE	TRUE	TRUE	GO:0000122	negative regulation of transcription by RNA polymerase II	0.01496	63	21	12.14	0.333	1.825	AN0410,AN10019,AN10059,AN10191,AN1170,AN1485,AN2290,AN2426,AN2489,AN2911,AN3468,AN3675,AN4501,AN4935,AN6195,AN6293,AN6733,AN7303,AN7468,AN8251,AN8282
TRUE	TRUE	TRUE	TRUE	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	0.0162	12	6	2.31	0.5	1.79	AN1017,AN2489,AN2911,AN3941,AN7572,AN9504
TRUE	TRUE	TRUE	TRUE	GO:0006091	generation of precursor metabolites and energy	0.0167	170	53	32.77	0.312	1.777	AN0252,AN0410,AN0595,AN0802,AN0914,AN10060,AN1015,AN1017,AN10495,AN1094,AN11098,AN1189,AN1202,AN1624,AN1628,AN1743,AN1918,AN2099,AN2421,AN2435,AN2875,AN2916,AN2999,AN3068,AN3641,AN3894,AN3901,AN4388,AN4462,AN4501,AN4743,AN4859,AN4920,AN4987,AN5210,AN5457,AN5525,AN5604,AN5669,AN5743,AN5888,AN6037,AN6272,AN6279,AN6297,AN6642,AN6650,AN7610,AN8118,AN8667,AN8707,AN8793,AN9148
TRUE	TRUE	TRUE	TRUE	GO:0006836	neurotransmitter transport	0.01671	9	5	1.73	0.556	1.777	AN10905,AN2962,AN6118,AN8785,AN8966
TRUE	TRUE	TRUE	TRUE	GO:0000103	sulfate assimilation	0.01671	9	5	1.73	0.556	1.777	AN0170,AN1752,AN2730,AN4769,AN7600
TRUE	TRUE	TRUE	TRUE	GO:0006537	glutamate biosynthetic process	0.01671	9	5	1.73	0.556	1.777	AN1731,AN1733,AN2999,AN4376,AN5134
TRUE	TRUE	TRUE	TRUE	GO:1900551	N',N'',N'''-triacetylfusarinine C biosynthetic process	0.01671	9	5	1.73	0.556	1.777	AN0608,AN0609,AN2855,AN6236,AN8251
TRUE	TRUE	TRUE	TRUE	GO:0010959	regulation of metal ion transport	0.01671	9	5	1.73	0.556	1.777	AN0176,AN1017,AN5341,AN7297,AN8251
TRUE	TRUE	TRUE	TRUE	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	0.01671	9	5	1.73	0.556	1.777	AN1017,AN2911,AN3688,AN7513,AN8251
TRUE	TRUE	TRUE	TRUE	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.01671	9	5	1.73	0.556	1.777	AN1017,AN2911,AN3688,AN4558,AN9397
TRUE	TRUE	TRUE	TRUE	GO:1902600	proton transmembrane transport	0.01682	41	8	7.9	0.195	1.774	AN0252,AN1017,AN12449,AN1624,AN4859,AN6127,AN6986,AN9107
TRUE	TRUE	TRUE	TRUE	GO:0006470	protein dephosphorylation	0.01797	35	13	6.75	0.371	1.745	AN0129,AN0410,AN0914,AN1358,AN2902,AN3725,AN3793,AN3941,AN4419,AN4544,AN6892,AN6982,AN8234
TRUE	TRUE	TRUE	TRUE	GO:0000909	sporocarp development involved in sexual reproduction	0.01825	110	35	21.21	0.318	1.739	AN0082,AN0279,AN0410,AN0641,AN0651,AN0988,AN1017,AN1402,AN1536,AN1539,AN1848,AN2290,AN2489,AN2505,AN2701,AN2742,AN3416,AN3607,AN3719,AN4189,AN4483,AN4702,AN4935,AN5156,AN5457,AN5651,AN5759,AN5798,AN5836,AN6243,AN6866,AN8741,AN9008,AN9408,AN9450
TRUE	TRUE	TRUE	TRUE	GO:0003333	amino acid transmembrane transport	0.02187	36	12	6.94	0.333	1.66	AN10905,AN1339,AN1659,AN2043,AN2875,AN3304,AN3345,AN3347,AN4477,AN4478,AN6118,AN8785
TRUE	TRUE	TRUE	TRUE	GO:0006525	arginine metabolic process	0.0219	24	9	4.63	0.375	1.66	AN0565,AN2243,AN2901,AN2914,AN5999,AN8075,AN8667,AN8777,AN9090
TRUE	TRUE	TRUE	TRUE	GO:0006629	lipid metabolic process	0.02339	407	89	78.46	0.219	1.631	AN0408,AN0579,AN0608,AN0609,AN0640,AN0654,AN0664,AN0802,AN0918,AN0963,AN10156,AN1037,AN10396,AN10512,AN10610,AN10747,AN10841,AN1102,AN11126,AN1165,AN1330,AN1339,AN1409,AN1425,AN1713,AN1798,AN1799,AN1855,AN1921,AN1950,AN1989,AN2069,AN2303,AN3177,AN3188,AN3506,AN3636,AN3869,AN4042,AN4056,AN4071,AN4208,AN4243,AN4295,AN4310,AN4353,AN4601,AN4778,AN4878,AN4991,AN5028,AN5356,AN5402,AN5585,AN5626,AN5634,AN5646,AN5725,AN5757,AN5777,AN5833,AN5888,AN5991,AN6014,AN6126,AN6159,AN6236,AN6279,AN6382,AN6534,AN6555,AN6610,AN6650,AN6731,AN6752,AN7050,AN7111,AN7123,AN7146,AN7158,AN7375,AN7873,AN7880,AN8117,AN8280,AN8615,AN9106,AN9339,AN9408
TRUE	TRUE	TRUE	TRUE	GO:0007584	response to nutrient	0.02426	31	15	5.98	0.484	1.615	AN0394,AN0554,AN0988,AN1017,AN2489,AN2944,AN3587,AN3675,AN3688,AN6195,AN6293,AN6982,AN7468,AN7513,AN8168
TRUE	TRUE	TRUE	TRUE	GO:0006813	potassium ion transport	0.02443	10	6	1.93	0.6	1.612	AN1017,AN1628,AN6642,AN6986,AN7250,AN8029
TRUE	TRUE	TRUE	TRUE	GO:0006038	cell wall chitin biosynthetic process	0.02443	10	6	1.93	0.6	1.612	AN10709,AN1555,AN4501,AN4566,AN6318,AN7576
TRUE	TRUE	TRUE	TRUE	GO:0033246	positive regulation of penicillin metabolic process	0.02443	11	6	2.12	0.545	1.612	AN0651,AN0807,AN1052,AN3719,AN8741,AN9008
TRUE	TRUE	TRUE	TRUE	GO:0051592	response to calcium ion	0.02444	12	6	2.31	0.5	1.612	AN1189,AN1652,AN4169,AN5341,AN6249,AN6566
TRUE	TRUE	TRUE	TRUE	GO:0045013	carbon catabolite repression of transcription	0.02445	14	6	2.7	0.429	1.612	AN0988,AN3587,AN6195,AN6293,AN6982,AN7468
TRUE	TRUE	TRUE	TRUE	GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	0.02447	12	5	2.31	0.417	1.611	AN0988,AN2489,AN6195,AN6293,AN7468
TRUE	TRUE	TRUE	TRUE	GO:0046825	regulation of protein export from nucleus	0.0245	11	4	2.12	0.364	1.611	AN0651,AN1339,AN4501,AN4987
TRUE	TRUE	TRUE	TRUE	GO:0046618	drug export	0.02453	16	4	3.08	0.25	1.61	AN0771,AN10949,AN2072,AN4477
TRUE	TRUE	TRUE	TRUE	GO:0006468	protein phosphorylation	0.02471	182	56	35.08	0.308	1.607	AN0988,AN10019,AN1017,AN10819,AN10854,AN1096,AN1097,AN11961,AN1358,AN1485,AN1632,AN1800,AN1867,AN2067,AN2265,AN2373,AN2489,AN2911,AN2927,AN2943,AN3001,AN3102,AN3719,AN3941,AN4189,AN4196,AN4322,AN4483,AN4563,AN4667,AN4702,AN4935,AN4984,AN4987,AN5156,AN5660,AN5674,AN5728,AN5740,AN5757,AN5759,AN5822,AN5973,AN6243,AN6347,AN6508,AN6892,AN6982,AN7030,AN7537,AN7572,AN8830,AN9095,AN9461,AN9500,AN9504
TRUE	TRUE	TRUE	TRUE	GO:0006338	chromatin remodeling	0.02598	60	17	11.57	0.283	1.585	AN0733,AN1408,AN1984,AN2885,AN2911,AN3067,AN3071,AN5099,AN6195,AN7297,AN7475,AN8039,AN8211,AN8282,AN8667,AN8978,AN9100
TRUE	TRUE	TRUE	TRUE	GO:0048523	negative regulation of cellular process	0.02736	369	89	71.13	0.241	1.563	AN0065,AN0082,AN0253,AN0295,AN0363,AN0410,AN0641,AN0988,AN10019,AN10059,AN1017,AN10171,AN10191,AN1052,AN10610,AN10763,AN1170,AN1358,AN1485,AN1800,AN1950,AN1984,AN2067,AN2126,AN2141,AN2143,AN2290,AN2426,AN2489,AN2500,AN2731,AN2742,AN2911,AN2965,AN3067,AN3071,AN3468,AN3506,AN3587,AN3607,AN3675,AN3725,AN3730,AN3941,AN4034,AN4295,AN4322,AN4483,AN4500,AN4501,AN4935,AN4969,AN4987,AN4998,AN5028,AN5129,AN5156,AN5170,AN5341,AN5351,AN5740,AN5755,AN5803,AN5822,AN5893,AN5973,AN6067,AN6070,AN6195,AN6243,AN6293,AN6578,AN6733,AN6892,AN6982,AN7303,AN7468,AN7513,AN7545,AN8039,AN8129,AN8168,AN8211,AN8251,AN8262,AN8282,AN8797,AN9121,AN9504
TRUE	TRUE	TRUE	TRUE	GO:0017001	antibiotic catabolic process	0.02795	29	13	5.59	0.448	1.554	AN0170,AN0689,AN10950,AN5226,AN5356,AN5626,AN5634,AN5918,AN6279,AN6525,AN6650,AN8978,AN9339
TRUE	TRUE	TRUE	TRUE	GO:0015695	organic cation transport	0.02819	10	5	1.93	0.5	1.55	AN10905,AN4328,AN5356,AN6014,AN7463
TRUE	TRUE	TRUE	TRUE	GO:0006873	cellular ion homeostasis	0.02873	94	33	18.12	0.351	1.542	AN0176,AN0410,AN0607,AN10019,AN10949,AN1189,AN1339,AN1628,AN1950,AN2508,AN2919,AN3681,AN4655,AN4814,AN4920,AN4990,AN5132,AN5156,AN5341,AN5378,AN5583,AN5856,AN6107,AN6293,AN6541,AN6566,AN7250,AN7468,AN7567,AN8029,AN8251,AN8271,AN8830
TRUE	TRUE	TRUE	TRUE	GO:0006796	phosphate-containing compound metabolic process	0.02878	569	145	109.69	0.255	1.541	AN0067,AN0129,AN0252,AN0270,AN0285,AN0351,AN0410,AN0495,AN0565,AN0579,AN0640,AN0651,AN0664,AN0688,AN0802,AN0914,AN0918,AN0988,AN10019,AN10131,AN10156,AN1017,AN10819,AN10844,AN10854,AN1096,AN1097,AN11126,AN11961,AN1202,AN1339,AN1358,AN1396,AN1485,AN1624,AN1632,AN1713,AN1800,AN1867,AN1918,AN2067,AN2243,AN2265,AN2303,AN2373,AN2489,AN2581,AN2742,AN2875,AN2902,AN2911,AN2927,AN2943,AN3001,AN3102,AN3177,AN3188,AN3214,AN3222,AN3431,AN3641,AN3719,AN3725,AN3793,AN3869,AN3916,AN3941,AN4189,AN4196,AN4295,AN4310,AN4322,AN4388,AN4389,AN4419,AN4439,AN4462,AN4479,AN4483,AN4500,AN4544,AN4563,AN4667,AN4691,AN4702,AN4743,AN4778,AN4859,AN4935,AN4957,AN4984,AN4987,AN5144,AN5156,AN5200,AN5210,AN5296,AN5492,AN5566,AN5589,AN5604,AN5655,AN5660,AN5674,AN5728,AN5740,AN5757,AN5759,AN5822,AN5888,AN5909,AN5939,AN5973,AN6037,AN6195,AN6207,AN6209,AN6243,AN6347,AN6508,AN6534,AN6541,AN6610,AN6824,AN6880,AN6892,AN6982,AN6985,AN7030,AN7469,AN7537,AN7572,AN7588,AN7711,AN8118,AN8121,AN8234,AN8830,AN8837,AN9064,AN9083,AN9095,AN9461,AN9500,AN9504
TRUE	TRUE	TRUE	TRUE	GO:0006835	dicarboxylic acid transport	0.02918	13	8	2.51	0.615	1.535	AN0066,AN2875,AN6118,AN6703,AN6782,AN7729,AN8274,AN8785
TRUE	TRUE	TRUE	TRUE	GO:2000769	regulation of establishment or maintenance of cell polarity regulating cell shape	0.02925	15	7	2.89	0.467	1.534	AN1334,AN1485,AN2067,AN5740,AN6685,AN7030,AN7487
TRUE	TRUE	TRUE	TRUE	GO:0075262	negative regulation of spore-bearing organ development	0.02932	7	4	1.35	0.571	1.533	AN0363,AN1052,AN4483,AN6243
TRUE	TRUE	TRUE	TRUE	GO:0045991	carbon catabolite activation of transcription	0.02932	7	4	1.35	0.571	1.533	AN0554,AN2489,AN6293,AN7468
TRUE	TRUE	TRUE	TRUE	GO:0006336	DNA replication-independent nucleosome assembly	0.02932	7	4	1.35	0.571	1.533	AN3067,AN8039,AN8282,AN8863
TRUE	TRUE	TRUE	TRUE	GO:0019835	cytolysis	0.02932	7	4	1.35	0.571	1.533	AN10610,AN3583,AN4695,AN6258
TRUE	TRUE	TRUE	TRUE	GO:0034411	cell wall (1->3)-beta-D-glucan biosynthetic process	0.02932	7	4	1.35	0.571	1.533	AN3729,AN3730,AN5740,AN7657
TRUE	TRUE	TRUE	TRUE	GO:1904359	regulation of spore germination	0.02932	7	4	1.35	0.571	1.533	AN0129,AN0914,AN10077,AN4544
TRUE	TRUE	TRUE	TRUE	GO:0046352	disaccharide catabolic process	0.02935	15	5	2.89	0.333	1.532	AN10420,AN11778,AN2017,AN3515,AN9340
TRUE	TRUE	TRUE	TRUE	GO:0042752	regulation of circadian rhythm	0.03124	24	8	4.63	0.333	1.505	AN0410,AN1485,AN1539,AN1848,AN3607,AN4563,AN4987,AN5457
TRUE	TRUE	TRUE	TRUE	GO:0043935	sexual sporulation resulting in formation of a cellular spore	0.03391	146	46	28.14	0.315	1.47	AN0078,AN0363,AN0410,AN0640,AN0651,AN0733,AN0807,AN0988,AN1017,AN10516,AN1052,AN10610,AN11891,AN1536,AN1555,AN1848,AN2059,AN2071,AN2426,AN2489,AN2505,AN2919,AN3152,AN3607,AN3719,AN4169,AN4390,AN4419,AN4501,AN4566,AN4601,AN4935,AN5028,AN5170,AN5523,AN5759,AN5836,AN6243,AN6578,AN7513,AN7657,AN8262,AN8605,AN9121,AN9380,AN9504
TRUE	TRUE	TRUE	TRUE	GO:0006099	tricarboxylic acid cycle	0.03518	21	8	4.05	0.381	1.454	AN2435,AN2916,AN2999,AN3894,AN5525,AN6650,AN8707,AN8793
TRUE	TRUE	TRUE	TRUE	GO:0019220	regulation of phosphate metabolic process	0.03673	92	31	17.74	0.337	1.435	AN0410,AN0651,AN0988,AN1017,AN1096,AN1339,AN1358,AN1800,AN1867,AN2742,AN3102,AN3725,AN3941,AN4189,AN4295,AN4500,AN4667,AN4702,AN4984,AN4987,AN5156,AN5660,AN5740,AN5757,AN5822,AN6892,AN6982,AN7030,AN8234,AN9095,AN9500
TRUE	TRUE	TRUE	TRUE	GO:0008204	ergosterol metabolic process	0.03703	36	12	6.94	0.333	1.431	AN0608,AN0609,AN10396,AN1339,AN1409,AN2069,AN3506,AN3869,AN4042,AN4208,AN6236,AN7146
TRUE	TRUE	TRUE	TRUE	GO:0042133	neurotransmitter metabolic process	0.03703	21	9	4.05	0.429	1.431	AN0554,AN10745,AN1342,AN1429,AN2248,AN2944,AN5134,AN5447,AN7564
TRUE	TRUE	TRUE	TRUE	GO:0042939	tripeptide transport	0.03705	8	6	1.54	0.75	1.431	AN12476,AN3150,AN3408,AN7188,AN7729,AN8915
TRUE	TRUE	TRUE	TRUE	GO:0051701	interaction with host	0.0371	37	10	7.13	0.27	1.431	AN0807,AN1131,AN2875,AN3583,AN4218,AN5210,AN5525,AN5918,AN6487,AN7513
TRUE	TRUE	TRUE	TRUE	GO:0043271	negative regulation of ion transport	0.03711	7	4	1.35	0.571	1.431	AN0176,AN1339,AN5341,AN8251
TRUE	TRUE	TRUE	TRUE	GO:0010927	cellular component assembly involved in morphogenesis	0.03712	39	10	7.52	0.256	1.43	AN1339,AN1555,AN2071,AN4390,AN4419,AN4566,AN4601,AN7487,AN7657,AN9380
TRUE	TRUE	TRUE	TRUE	GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	0.03714	14	6	2.7	0.429	1.43	AN0363,AN1052,AN5170,AN6243,AN6578,AN8262
TRUE	TRUE	TRUE	TRUE	GO:1901072	glucosamine-containing compound catabolic process	0.03716	25	6	4.82	0.24	1.43	AN0299,AN12279,AN1418,AN1428,AN1502,AN4871
TRUE	TRUE	TRUE	TRUE	GO:0008535	respiratory chain complex IV assembly	0.03718	17	4	3.28	0.235	1.43	AN11175,AN1778,AN3068,AN5724
TRUE	TRUE	TRUE	TRUE	GO:0006275	regulation of DNA replication	0.03725	38	6	7.33	0.158	1.429	AN1017,AN10336,AN2072,AN3941,AN6070,AN7742
TRUE	TRUE	TRUE	TRUE	GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	0.0428	18	7	3.47	0.389	1.369	AN1800,AN3688,AN3719,AN4479,AN4501,AN7487,AN8414
TRUE	TRUE	TRUE	TRUE	GO:0048584	positive regulation of response to stimulus	0.04321	93	26	17.93	0.28	1.364	AN0170,AN10171,AN1416,AN1652,AN1800,AN2067,AN2875,AN3102,AN3468,AN3583,AN3675,AN3688,AN3719,AN4080,AN4189,AN4328,AN4479,AN4501,AN5210,AN5525,AN5558,AN5660,AN5740,AN7487,AN8414,AN9090
TRUE	TRUE	TRUE	TRUE	GO:0000209	protein polyubiquitination	0.04364	11	5	2.12	0.455	1.36	AN0226,AN1339,AN2761,AN5129,AN5681
TRUE	TRUE	TRUE	TRUE	GO:0097308	cellular response to farnesol	0.04682	46	14	8.87	0.304	1.33	AN0797,AN1396,AN1800,AN2435,AN4159,AN4376,AN4467,AN4479,AN4667,AN4695,AN5129,AN5886,AN5999,AN8863
TRUE	TRUE	TRUE	TRUE	GO:0009060	aerobic respiration	0.04766	55	18	10.6	0.327	1.322	AN0802,AN0914,AN1017,AN1743,AN2099,AN2435,AN2916,AN2999,AN3068,AN3894,AN4388,AN5525,AN5888,AN6297,AN6650,AN8118,AN8707,AN8793
TRUE	TRUE	TRUE	TRUE	GO:1901137	carbohydrate derivative biosynthetic process	0.04922	202	49	38.94	0.243	1.308	AN0067,AN0210,AN0252,AN0495,AN0651,AN0667,AN0787,AN10709,AN1202,AN1555,AN1624,AN1798,AN1918,AN2303,AN2523,AN2761,AN2875,AN3222,AN3641,AN4071,AN4462,AN4501,AN4566,AN4691,AN4859,AN4987,AN5210,AN5566,AN5604,AN5682,AN5725,AN5888,AN5909,AN6037,AN6182,AN6209,AN6317,AN6318,AN6534,AN6541,AN6610,AN6857,AN7123,AN7469,AN7576,AN8121,AN9064,AN9083,AN9148
TRUE	TRUE	TRUE	TRUE	GO:0043086	negative regulation of catalytic activity	0.04931	31	15	5.98	0.484	1.307	AN0295,AN0697,AN0988,AN10030,AN1358,AN1800,AN3725,AN4500,AN4501,AN4987,AN5558,AN6070,AN6892,AN6982,AN9461
TRUE	TRUE	TRUE	TRUE	GO:0006083	acetate metabolic process	0.04956	16	9	3.08	0.562	1.305	AN0554,AN0689,AN1918,AN5356,AN5626,AN5634,AN5833,AN6279,AN6525
TRUE	TRUE	TRUE	TRUE	GO:0015696	ammonium transport	0.04974	13	6	2.51	0.462	1.303	AN10905,AN4328,AN5226,AN5356,AN6014,AN7463
TRUE	TRUE	TRUE	TRUE	GO:0070588	calcium ion transmembrane transport	0.0498	17	6	3.28	0.353	1.303	AN1189,AN1628,AN1950,AN4814,AN4920,AN5341
TRUE	TRUE	TRUE	TRUE	GO:0033212	iron assimilation	0.04983	8	4	1.54	0.5	1.303	AN0607,AN6293,AN7468,AN8251
TRUE	TRUE	TRUE	TRUE	GO:0019388	galactose catabolic process	0.04983	8	4	1.54	0.5	1.303	AN0423,AN10550,AN4957,AN6182
